Entry	Entry name	Gene names  (ordered locus )	Active site
P77439	PTFX1_ECOLI	b2383 JW2380	ACT_SITE 15;  /note="Pros-phosphohistidine intermediate; for HPr activity";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00681"; ACT_SITE 298;  /note="Tele-phosphohistidine intermediate; for PTS EI activity";  /evidence="ECO:0000250|UniProtKB:P08839, ECO:0000255|PROSITE-ProRule:PRU00417"; ACT_SITE 611;  /note="Proton donor; for EI activity";  /evidence="ECO:0000250|UniProtKB:P08839"; ACT_SITE 747;  /note="Tele-phosphohistidine intermediate; for PTS EIIA activity";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00417"
P39452	RIR3_ECOLI	b2675 JW2650	ACT_SITE 386;  /note="Proton acceptor";  /evidence="ECO:0000250"; ACT_SITE 388;  /note="Cysteine radical intermediate";  /evidence="ECO:0000250"; ACT_SITE 390;  /note="Proton acceptor";  /evidence="ECO:0000250"
P30852	SMF_ECOLI	b4473 JW5708	
P39902	SPRT_ECOLI	b2944 JW2911	ACT_SITE 79;  /evidence="ECO:0000255"
P0ACA3	SSPA_ECOLI	b3229 JW3198	
P0AED5	UVRY_ECOLI	b1914 JW1899	
P42604	UXAA_ECOLI	b3091 JW3062	
P0A6L7	UXAB_ECOLI	b1521 JW1514	
P42597	UTPP_ECOLI	b3085 JW5514	
P0A8G3	UXAC_ECOLI	b3092 JW3063	
P24215	UXUA_ECOLI	b4322 JW4285	
P46888	USPC_ECOLI	b1895 JW1884	
P0AAB8	USPD_ECOLI	b3923 JW3894	
P0AAC0	USPE_ECOLI	b1333 JW1327	
P37903	USPF_ECOLI	b1376 JW1370	
P39177	USPG_ECOLI	b0607 JW0600	
P32716	MDTN_ECOLI	b4082 JW4043	
P38051	MENF_ECOLI	b2265 JW2260	ACT_SITE 190;  /note="Proton acceptor";  /evidence="ECO:0000255|HAMAP-Rule:MF_01935, ECO:0000269|PubMed:17240978"; ACT_SITE 240;  /note="Proton donor";  /evidence="ECO:0000255|HAMAP-Rule:MF_01935, ECO:0000269|PubMed:17240978"
P16384	MIAA_ECOLI	b4171 JW4129	
P64606	MLAE_ECOLI	b3194 JW3161	
P13669	MNGR_ECOLI	b0730 JW0719	
P28224	MLIC_ECOLI	b1639 JW1631	
P46022	MTGA_ECOLI	b3208 JW3175	
P68739	NFI_ECOLI	b3998 JW5547	
P62517	OPGH_ECOLI	b1049 JW1037	
P42641	OBG_ECOLI	b3183 JW3150	
P33599	NUOCD_ECOLI	b2286 JW5375	
P0AFC3	NUOA_ECOLI	b2288 JW2283	
P09546	PUTA_ECOLI	b1014 JW0999	ACT_SITE 883;  /evidence="ECO:0000250"; ACT_SITE 917;  /evidence="ECO:0000250"
P76079	PAAC_ECOLI	b1390 JW1385	
P77756	QUEC_ECOLI	b0444 JW0434	
P60240	RAPA_ECOLI	b0059 JW0058	
P06999	PFKB_ECOLI	b1723 JW5280	ACT_SITE 256;  /evidence="ECO:0000250"
P0A8V0	RBN_ECOLI	b2268 JW2263	ACT_SITE 68;  /note="Proton acceptor";  /evidence="ECO:0000255|HAMAP-Rule:MF_01818"
P13960	REA1_ECOLI		
P0A894	RAPZ_ECOLI	b3205 JW3172	
P0AAZ4	RARA_ECOLI	b0892 JW0875	
P27844	RARD_ECOLI	b3819 JW5589	
P0A7G2	RBFA_ECOLI	b3167 JW3136	
P16678	PHNK_ECOLI	b4097 JW5727	
P16688	PHNJ_ECOLI	b4098 JW4059	
P25889	PREA_ECOLI	b2147 JW2134	ACT_SITE 137;  /note="Nucleophile";  /evidence="ECO:0000250"
P22564	RIHC_ECOLI	b0030 JW0028	ACT_SITE 233;  /evidence="ECO:0000250"
P27127	RFAB_ECOLI	b3628 JW3603	
P0AFW8	ROF_ECOLI	b0189 JW0184	
P0AFW0	RFAH_ECOLI	b3842 JW3818	
P25742	RFAQ_ECOLI	b3632 JW3607	
P05824	RECN_ECOLI	b2616 JW5416	
P0ADY3	RL14_ECOLI	b3310 JW3272	
P0C018	RL18_ECOLI	b3304 JW3266	
P13445	RPOS_ECOLI	b2741 JW5437	
P46849	RTCA_ECOLI	b4475 JW5688	ACT_SITE 308;  /note="Tele-AMP-histidine intermediate";  /evidence="ECO:0000269|PubMed:20399182"
P38105	RSPB_ECOLI	b1580 JW1572	
P07118	SYV_ECOLI	b4258 JW4215	
P00954	SYW_ECOLI	b3384 JW3347	
P0A8L1	SYS_ECOLI	b0893 JW0876	
P00959	SYM_ECOLI	b2114 JW2101	
P16659	SYP_ECOLI	b0194 JW0190	
P11875	SYR_ECOLI	b1876 JW1865	
P0AF96	TABA_ECOLI	b4252 JW5756	
P30958	MFD_ECOLI	b1114 JW1100	
P37355	MENH_ECOLI	b2263 JW2258	
P0AEZ7	MLTD_ECOLI	b0211 JW5018	ACT_SITE 125;  /evidence="ECO:0000255|PROSITE-ProRule:PRU10071"
P0AD65	MRDA_ECOLI	b0635 JW0630	ACT_SITE 330;  /note="Acyl-ester intermediate";  /evidence="ECO:0000255|HAMAP-Rule:MF_02081, ECO:0000269|PubMed:3148617"
P76346	MTFA_ECOLI	b1976 JW1958	
P33934	NAPH_ECOLI	b2204 JW2192	
P38489	NFSB_ECOLI	b0578 JW0567	
P16690	PHNN_ECOLI	b4094 JW4055	
P16686	PHNH_ECOLI	b4100 JW4061	
P08722	PTV3B_ECOLI	b3722 JW3700	ACT_SITE 24;  /note="Phosphocysteine intermediate; for EIIB activity";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00421"; ACT_SITE 547;  /note="Tele-phosphohistidine intermediate; for EIIA activity";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00416"
P42905	PTPC2_ECOLI	b3134	
P76469	RHMA_ECOLI	b2245 JW2239	ACT_SITE 49;  /note="Proton acceptor"
P08394	RECB_ECOLI	b2820 JW2788	ACT_SITE 1080;  /note="For nuclease activity";  /evidence="ECO:0000269|PubMed:10518611, ECO:0000269|PubMed:9790841"
P07648	RECC_ECOLI	b2822 JW2790	
P00579	RPOD_ECOLI	b3067 JW3039	
P0A8V2	RPOB_ECOLI	b3987 JW3950	
P0AG67	RS1_ECOLI	b0911 JW0894	
P30744	SDHM_ECOLI	b2797 JW2768	
P05719	T1SK_ECOLI	b4348 JW4311	
P23173	TNAB_ECOLI	b3709 JW5619/JW5622	
P62558	SOPB_ECOLI	ECOK12F047	
P77468	SFMD_ECOLI	b0532 JW0521	
P0A905	SLYB_ECOLI	b1641 JW1633	
P19934	TOLA_ECOLI	b0739 JW0729	
P14497	TRAF_ECOLI	ECOK12F091	
P33790	TRAG1_ECOLI	ECOK12F099	
P15069	TRAH1_ECOLI	ECOK12F098	
P14565	TRAI1_ECOLI	ECOK12F104	ACT_SITE 16;  /note="O-(5'-phospho-DNA)-tyrosine intermediate; for relaxase activity";  /evidence="ECO:0000305"; ACT_SITE 17;  /note="Relaxase";  /evidence="ECO:0000255"
P06626	TRAJ1_ECOLI	ECOK12F072	
P41066	TRAK1_ECOLI	ECOK12F077	
P08321	TRAL1_ECOLI	ECOK12F075	
P10026	TRAM1_ECOLI	ECOK12F071	
P0A855	TOLB_ECOLI	b0740 JW5100	
P24082	TRAN_ECOLI	ECOK12F089	
P41068	TRAP_ECOLI	ECOK12F079	
P18033	TRAQ_ECOLI	ECOK12F094	
P41065	TRAR_ECOLI	ECOK12F083	
P09129	TRAS1_ECOLI	ECOK12F100	
P13979	TRAT1_ECOLI	ECOK12F101	
P18471	TRAU_ECOLI	ECOK12F087	
P41069	TRAV_ECOLI	ECOK12F082	
P18472	TRAW_ECOLI	ECOK12F086	
P22709	TRAX1_ECOLI	ECOK12F105	
P06627	TRAY1_ECOLI	ECOK12F073	
P0A850	TIG_ECOLI	b0436 JW0426	
A5A627	TISB_ECOLI	b4618 JW3649	
P07000	PLDB_ECOLI	b3825 JW5584	
P16684	PHNF_ECOLI	b4102 JW4063	
P0AG16	PUR1_ECOLI	b2312 JW2309	ACT_SITE 2;  /note="Nucleophile";  /evidence="ECO:0000255|HAMAP-Rule:MF_01931, ECO:0000269|PubMed:7037784"
P76161	REQ2_ECOLI	b1559 JW1551	
P15032	RECE_ECOLI	b1350 JW1344	
P0AEV1	RSSB_ECOLI	b1235 JW1223	
P52108	RSTA_ECOLI	b1608 JW1600	
P18392	RSTB_ECOLI	b1609 JW1601	
P75892	RUTG_ECOLI	b1006 JW5137	
P0ACM2	RSPR_ECOLI	b1540 JW1533	
P0AA43	RSUA_ECOLI	b2183 JW2171	ACT_SITE 102;  /note="Nucleophile";  /evidence="ECO:0000305|PubMed:11953756"
P0A766	RSXA_ECOLI	b1627 JW1619	
P46850	RTCB_ECOLI	b3421 JW3384	ACT_SITE 337;  /note="GMP-histidine intermediate";  /evidence="ECO:0000269|PubMed:22474365"
P39406	RSMC_ECOLI	b4371 JW4333	
P77223	RSXB_ECOLI	b1628 JW1620	
P77611	RSXC_ECOLI	b1629 JW1621	
P0A6U5	RSMG_ECOLI	b3740 JW3718	
P76182	RSXD_ECOLI	b1630 JW1622	
P77179	RSXE_ECOLI	b1632 JW1624	
P67087	RSMI_ECOLI	b3146 JW3115	
P77285	RSXG_ECOLI	b1631 JW1623	
P38035	RTCR_ECOLI	b3422 JW3385	
P0A809	RUVA_ECOLI	b1861 JW1850	
P06992	RSMA_ECOLI	b0051 JW0050	
P33937	NAPA_ECOLI	b2206 JW2194	
P20083	PARE_ECOLI	b3030 JW2998	
P0ABF8	PGSA_ECOLI	b1912 JW1897	
P02338	PRTL_ECOLI	b1229 JW1219	
P0AG86	SECB_ECOLI	b3609 JW3584	
P0AGB0	SERB_ECOLI	b4388 JW4351	ACT_SITE 116;  /note="Nucleophile";  /evidence="ECO:0000250"; ACT_SITE 118;  /note="Proton donor";  /evidence="ECO:0000250"
P0AG14	SOHB_ECOLI	b1272 JW1264	ACT_SITE 178;  /note="Nucleophile";  /evidence="ECO:0000250"; ACT_SITE 230;  /note="Proton donor/acceptor";  /evidence="ECO:0000250"
P0ACS2	SOXR_ECOLI	b4063 JW4024	
P0AGC3	SLT_ECOLI	b4392 JW4355	ACT_SITE 505
P0AGG8	TLDD_ECOLI	b3244 JW3213	
P0A836	SUCC_ECOLI	b0728 JW0717	
P75853	SSUA_ECOLI	b0936 JW0919	
P0AG24	SPOT_ECOLI	b3650 JW3625	
P32143	SQUV_ECOLI	b3883 JW5568	
P0A7F6	SPED_ECOLI	b0120 JW0116	ACT_SITE 112;  /note="Schiff-base intermediate with substrate; via pyruvic acid"; ACT_SITE 117;  /note="Proton acceptor; for processing activity";  /evidence="ECO:0000250"; ACT_SITE 140;  /note="Proton donor; for catalytic activity";  /evidence="ECO:0000250"
P15082	SRLR_ECOLI	b2707 JW2676	
P77522	SUFB_ECOLI	b1683 JW5273	
P0ACG1	STPA_ECOLI	b2669 JW2644	
P0AAH0	PSTB_ECOLI	b3725 JW3703	
P0AG55	RL6_ECOLI	b3305 JW3267	
P55135	RLMD_ECOLI	b2785 JW2756	ACT_SITE 389;  /note="Nucleophile";  /evidence="ECO:0000255|HAMAP-Rule:MF_01010, ECO:0000269|PubMed:15766524"
P21499	RNR_ECOLI	b4179 JW5741	
P0AFY2	SANA_ECOLI	b2144 JW2132	
P64559	SDHE_ECOLI	b2897 JW2865	
P0AAD6	SDAC_ECOLI	b2796 JW2767	
P0AGB3	RPOH_ECOLI	b3461 JW3426	
P0ADZ4	RS15_ECOLI	b3165 JW3134	
P0AG76	SBCD_ECOLI	b0398 JW0388	
C1P601	RZOQ_ECOLI	b4689 JW1545.1	
P0AGD1	SODC_ECOLI	b1646 JW1638	
P14294	TOP3_ECOLI	b1763 JW1752	ACT_SITE 328;  /note="O-(5'-phospho-DNA)-tyrosine intermediate";  /evidence="ECO:0000255|HAMAP-Rule:MF_00953, ECO:0000269|PubMed:10574789"
P24188	TRHO_ECOLI	b1055 JW1042	ACT_SITE 200;  /note="Cysteine persulfide intermediate";  /evidence="ECO:0000255|HAMAP-Rule:MF_00469"
P52097	TILS_ECOLI	b0188 JW0183	
P18034	TRBA_ECOLI	ECOK12F092	
P18035	TRBB_ECOLI	ECOK12F095	
P18473	TRBC_ECOLI	ECOK12F088	
P41070	TRBD_ECOLI	ECOK12F080	
Q05807	TRBE_ECOLI	ECOK12F090	
P15068	TRBF_ECOLI	ECOK12F097	
P41072	TRBG_ECOLI	ECOK12F081	
P32154	PTFLB_ECOLI	b3899 JW5562	ACT_SITE 13;  /note="Phosphocysteine intermediate; for EIIB activity";  /evidence="ECO:0000250|UniProtKB:P20966, ECO:0000305"
P42904	PTPB2_ECOLI	b3133 JW3102	ACT_SITE 15;  /note="Pros-phosphohistidine intermediate";  /evidence="ECO:0000250"
P37634	RLMJ_ECOLI	b3499 JW3466	ACT_SITE 164;  /note="Proton acceptor";  /evidence="ECO:0000305|PubMed:23945937"
P31122	SOTB_ECOLI	b1528 JW1521	
P0C093	SLMA_ECOLI	b3641 JW5641	
P0ABW5	SFMA_ECOLI	b0530 JW0519	
P77249	SFMC_ECOLI	b0531 JW0520	
P76053	SMRA_ECOLI	b1340 JW1334	
P0ABU9	TOLQ_ECOLI	b0737 JW0727	
P0A828	SMG_ECOLI	b3284 JW3245	
P75851	SSUC_ECOLI	b0934 JW5121	
P60340	TRUB_ECOLI	b3166 JW3135	ACT_SITE 48;  /note="Nucleophile";  /evidence="ECO:0000255|HAMAP-Rule:MF_01080, ECO:0000305|PubMed:11779468"
P32138	SQASE_ECOLI	b3878 JW3849	ACT_SITE 405;  /note="Nucleophile";  /evidence="ECO:0000269|PubMed:26878550"; ACT_SITE 408;  /evidence="ECO:0000250|UniProtKB:P31434"; ACT_SITE 472;  /note="Proton donor";  /evidence="ECO:0000305|PubMed:26878550"
P18310	SSBF_ECOLI	ECOK12F060	
P0AFZ1	SSEB_ECOLI	b2522 JW5404	
P0AGD7	SRP54_ECOLI	b2610 JW5414	
P0AAX6	MCBA_ECOLI	b0806 JW5106	
P0A799	PGK_ECOLI	b2926 JW2893	
P37748	RFC_ECOLI	b2035 JW2020	
P0A7X6	RIMM_ECOLI	b2608 JW5413	
P0AA39	RLUC_ECOLI	b1086 JW1072	ACT_SITE 144;  /evidence="ECO:0000305|PubMed:18820021"
P00452	RIR1_ECOLI	b2234 JW2228	ACT_SITE 437;  /note="Proton acceptor"; ACT_SITE 439;  /note="Cysteine radical intermediate"; ACT_SITE 441;  /note="Proton acceptor"
P0ACS7	RPIR_ECOLI	b4089 JW4050	
P0A812	RUVB_ECOLI	b1860 JW1849	
P0AEH1	RSEP_ECOLI	b0176 JW0171	ACT_SITE 23;  /evidence="ECO:0000305"
P13458	SBCC_ECOLI	b0397 JW0387	
P13970	SRNB_ECOLI	ECOK12F004/ECOK12F005	
P00914	PHR_ECOLI	b0708 JW0698	
P32676	PTFB3_ECOLI	b3953 JW3925	ACT_SITE 10;  /note="Phosphocysteine intermediate";  /evidence="ECO:0000250|UniProtKB:P20966, ECO:0000305"
P60723	RL4_ECOLI	b3319 JW3281	
P16916	RHSA_ECOLI	b3593 JW3566	
P27128	RFAI_ECOLI	b3627 JW3602	
P0AG34	RHTB_ECOLI	b3824 JW5585	
P0AG38	RHTC_ECOLI	b3823 JW5586	
Q57154	REPB_ECOLI	ECOK12F033	
P77732	RHMR_ECOLI	b2248 JW2242	
P76470	RHMT_ECOLI	b2246 JW2240	
P61175	RL22_ECOLI	b3315 JW3277	
P42596	RLMG_ECOLI	b3084 JW5513	
P31667	RPNA_ECOLI	b3411 JW3374	
P0A7V8	RS4_ECOLI	b3296 JW3258	
P58041	RZOD_ECOLI	b4510 JW5080	
P58042	RZOR_ECOLI	b4528 JW5213	
P08957	T1MK_ECOLI	b4349 JW4312	
P07813	SYL_ECOLI	b0642 JW0637	
P13656	CHIA_ECOLI	b3338 JW3300	ACT_SITE 700;  /note="Proton donor";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01258"
P0A6I9	COAE_ECOLI	b0103 JW0100	
P0DM85	CRFC_ECOLI	b4109 JW4070	
P75975	CROE_ECOLI	b1146 JW5169	
P38134	ETK_ECOLI	b0981 JW0964	
P76298	FLHA_ECOLI	b1879 JW1868	
P77279	FETA_ECOLI	b0490 JW0479	
P0ACB4	HEMG_ECOLI	b3850 JW3827	
P0A8S9	FLHD_ECOLI	b1892 JW1881	
P46118	HEXR_ECOLI	b1853 JW1842	
P69931	HDA_ECOLI	b2496 JW5397	
P38135	FADK_ECOLI	b1701 JW5910	
P37009	FBPC_ECOLI	b0262 JW0254	
P25746	HFLD_ECOLI	b1132 JW5165	
Q47141	HCAR_ECOLI	b2537 JW2521	
Q47142	HCAT_ECOLI	b2536 JW2520	
P0ABS8	HOLE_ECOLI	b1842 JW1831	
P60955	LGT_ECOLI	b2828 JW2796	
P0A725	LPXC_ECOLI	b0096 JW0094	ACT_SITE 265;  /note="Proton donor";  /evidence="ECO:0000255|HAMAP-Rule:MF_00388, ECO:0000305|PubMed:15705580, ECO:0000305|PubMed:24108127"
P0ACJ0	LRP_ECOLI	b0889 JW0872	
P33232	LLDD_ECOLI	b3605 JW3580	ACT_SITE 275;  /note="Proton acceptor";  /evidence="ECO:0000255|HAMAP-Rule:MF_01559"
P39400	LGOD_ECOLI	b4358 JW5793	
P39399	LGOR_ECOLI	b4357 JW5792	
P0A8P1	LFTR_ECOLI	b0885 JW0868	
P39398	LGOT_ECOLI	b4356 JW4319	
P33231	LLDP_ECOLI	b3603 JW3578	
P0ACL7	LLDR_ECOLI	b3604 JW3579	
P0AC81	LGUL_ECOLI	b1651 JW1643	ACT_SITE 122;  /note="Proton donor/acceptor";  /evidence="ECO:0000250"
P37339	LHGD_ECOLI	b2660 JW2635	
P0ACH5	MARA_ECOLI	b1531 JW5249	
P31121	MARB_ECOLI	b1532 JW1525	
P0AEY8	MDFA_ECOLI	b0842 JW0826	
P0AEY1	MARC_ECOLI	b1529 JW1522	
P0AE18	MAP1_ECOLI	b0168 JW0163	
P23917	MAK_ECOLI	b0394 JW0385	
P0ABB0	ATPA_ECOLI	b3734 JW3712	
P17444	BETA_ECOLI	b0311 JW0303	ACT_SITE 473;  /note="Proton acceptor";  /evidence="ECO:0000255|HAMAP-Rule:MF_00750"
P0A901	BLC_ECOLI	b4149 JW4110	
P0AE98	CSGF_ECOLI	b1038 JW1021	
P21156	CYSD_ECOLI	b2752 JW2722	
P08550	CVPA_ECOLI	b2313 JW2310	
P0A6L2	DAPA_ECOLI	b2478 JW2463	ACT_SITE 133;  /note="Proton donor/acceptor"; ACT_SITE 161;  /note="Schiff-base intermediate with substrate"
P24228	DACB_ECOLI	b3182 JW3149	ACT_SITE 62;  /note="Acyl-ester intermediate";  /evidence="ECO:0000250|UniProtKB:P39844"; ACT_SITE 65;  /note="Proton acceptor";  /evidence="ECO:0000250|UniProtKB:P39844"; ACT_SITE 306;  /evidence="ECO:0000250|UniProtKB:P39844"
P77790	DDPX_ECOLI	b1488 JW1483	ACT_SITE 162;  /note="Proton donor/acceptor";  /evidence="ECO:0000255|HAMAP-Rule:MF_01924"
P39835	GNTT_ECOLI	b3415 JW5690	
P0A6S7	GPDA_ECOLI	b3608 JW3583	ACT_SITE 195;  /note="Proton acceptor";  /evidence="ECO:0000255|HAMAP-Rule:MF_00394"
P0AES4	GYRA_ECOLI	b2231 JW2225	ACT_SITE 122;  /note="O-(5'-phospho-DNA)-tyrosine intermediate";  /evidence="ECO:0000255|HAMAP-Rule:MF_01897, ECO:0000269|PubMed:3031051"
P0ACB7	HEMY_ECOLI	b3802 JW3774	
P0ACE3	HHA_ECOLI	b0460 JW0449	
P36645	HOFB_ECOLI	b0107 JW0103	
P75867	LONH_ECOLI	b0955 JW0938	ACT_SITE 438;  /evidence="ECO:0000250"; ACT_SITE 481;  /evidence="ECO:0000250"
P0AD96	LIVJ_ECOLI	b3460 JW3425	
P25772	LIGB_ECOLI	b3647 JW3622	ACT_SITE 124;  /note="N6-AMP-lysine intermediate";  /evidence="ECO:0000305"
P60716	LIPA_ECOLI	b0628 JW0623	
P21645	LPXD_ECOLI	b0179 JW0174	ACT_SITE 239;  /note="Proton acceptor";  /evidence="ECO:0000269|PubMed:18422345"
P0AEY5	MDAB_ECOLI	b3028 JW2996	
P0AEX9	MALE_ECOLI	b4034 JW3994	
P27245	MARR_ECOLI	b1530 JW5248	
P02916	MALF_ECOLI	b4033 JW3993	
P68183	MALG_ECOLI	b4032 JW3992	
P18811	MALI_ECOLI	b1620 JW1612	
P68187	MALK_ECOLI	b4035 JW3995	
P03841	MALM_ECOLI	b4037 JW3997	
P15977	MALQ_ECOLI	b3416 JW3379	
P00946	MANA_ECOLI	b1613 JW1605	ACT_SITE 274;  /evidence="ECO:0000250"
P45578	LUXS_ECOLI	b2687 JW2662	
P08997	MASY_ECOLI	b4014 JW3974	ACT_SITE 166;  /note="Proton acceptor";  /evidence="ECO:0000250"; ACT_SITE 447;  /note="Proton donor";  /evidence="ECO:0000250"
P06993	MALT_ECOLI	b3418 JW3381	
P0AE72	MAZE_ECOLI	b2783 JW2754	
P24175	MANB_ECOLI	b2048 JW2033	ACT_SITE 98;  /note="Phosphoserine intermediate";  /evidence="ECO:0000250"
P0AE70	MAZF_ECOLI	b2782 JW2753	
P24174	MANC_ECOLI	b2049 JW2034	
P23256	MALY_ECOLI	b1622 JW1614	
P37677	LYXK_ECOLI	b3580 JW3552	
P21517	MALZ_ECOLI	b0403 JW0393	ACT_SITE 336;  /note="Nucleophile";  /evidence="ECO:0000250"; ACT_SITE 373;  /note="Proton donor";  /evidence="ECO:0000250"
P0AEY3	MAZG_ECOLI	b2781 JW2752	
P77329	HYFG_ECOLI	b2487 JW2472	
P77423	HYFH_ECOLI	b2488 JW2473	
P77668	HYFI_ECOLI	b2489 JW5805	
Q46822	IDI_ECOLI	b2889 JW2857	ACT_SITE 67; ACT_SITE 116
P77625	HXPA_ECOLI	b2293 JW5376	ACT_SITE 9;  /note="Nucleophile";  /evidence="ECO:0000250|UniProtKB:Q8CHP8"; ACT_SITE 11;  /note="Proton donor";  /evidence="ECO:0000250|UniProtKB:Q8CHP8"
P0AEV9	HYCI_ECOLI	b2717 JW2687	
P18032	ARTA_ECOLI	ECOK12F093	
P30859	ARTI_ECOLI	b0863 JW0847	
